two_theta,clean_sample1,clean_sample2,clean_sample3,clean_sample4,clean_sample5,shifted_sample1,shifted_sample2,shifted_sample3,shifted_sample4,shifted_sample5,broadened_sample1,broadened_sample2,broadened_sample3,broadened_sample4,broadened_sample5,textured_sample1,textured_sample2,textured_sample3,textured_sample4,textured_sample5,mixed_sample1,mixed_sample2,mixed_sample3,mixed_sample4,mixed_sample5
10.0,-0.003909464862884864,0.10896840554975636,-0.2508851449758127,-0.055815747908147285,-0.4149350527682894,0.6045538371562196,-0.17044091157554025,-0.3356196986896014,0.2702600028519528,-0.12073498770109656,0.3905545146203277,-0.0688739915169181,0.15301999234260155,0.15571070907729037,-0.2452658696824299,-0.029086580177707554,-0.2984467256045289,-0.5106209451321599,0.2878329352190984,-0.16422213520623707,-0.45755264367839305,0.5308124573209305,0.17074152135729662,0.0740688395777303,-0.03525625986088063
10.015555555555556,-0.3052677423683763,-0.36684880527618463,-0.0712297609736356,-0.23725667129119501,0.2891679902729758,0.14619315932676596,-0.10519145986274005,-0.36382337238161633,0.3976779659366461,-0.1491525981267542,-0.29959283928336383,0.09969628364219202,-0.19225143614153112,-0.05299595360239245,0.17885221556438485,0.2465131119555379,-0.008423316155189181,0.03088488482503344,-0.041468109915580476,0.05655044528038471,-0.3090161593474313,-0.2728936990323801,-0.22779698531747847,0.4010091183919034,0.320411042714626
10.03111111111111,-0.03641487063072058,-0.138309075570771,0.026821766264887657,-0.014922027013209745,-0.10497319138253976,0.026328291687172007,0.03745357193238304,-0.43826347309250113,0.1492039723879135,0.3405985734410782,-0.40515151461719895,-0.3741246708005308,0.013986780400787676,-0.2739123933156892,-0.5919063234583596,-0.1901153190998984,-0.2759583686488372,0.3005334776431514,0.12700793760052417,-0.516502671556545,0.425082115686506,0.1764729460000848,0.22704860293935963,0.04906305254730826,0.13553454066649248
10.046666666666667,0.13212831503260153,-0.011036249002121312,-0.08017113736508832,-0.3196365281933921,-0.1524246562710771,-0.033822046835371974,-0.262028932630197,-0.06913335969917736,-0.04206882793635112,0.3001637167941673,0.4892080772386346,0.43672786570589744,0.08030006418067352,-0.5261027605544337,0.05454850526489217,0.31159535699617413,0.09623280738903915,-0.23292320906291447,0.07692661951765159,-0.44909108477563664,0.09803076429985848,-0.1818365745314983,0.11284769611437878,0.008877679569609099,0.0983858895696824
10.062222222222223,0.0679420459537037,-0.32488791812627527,-0.25664229194693716,0.2765545442884031,-0.06727759219315829,-0.1405018892556706,0.2686698844543805,0.2762734426614227,0.36484423916840414,-0.03485016353384752,0.25028077340837235,0.13114484651078862,0.6856003164222374,-0.03975356667527849,-0.04276142331666298,-0.3696815850944567,0.426939987852631,0.18398895359841896,-0.242602810512168,0.16683774143035437,0.3017965323445378,-0.31160202875258847,0.11483306937918504,0.06036935459161908,-0.10623068092106797
10.077777777777778,-0.30581395118221616,0.18648472057681736,-0.31487948917154673,-0.14058373396702187,0.27415446976339536,-0.4391524056446025,0.08760143115921495,0.45205037022907024,0.016572291015368452,-0.07688654901848753,0.02268992943961995,-0.09530204969575076,-0.11954109598373731,0.09455811036052066,0.03250306408364099,-0.04374236486638003,0.004891598277479276,-0.262346019537111,-0.2806474579217373,0.3312440785959466,0.05909609463715282,-0.19473730110678852,0.19138998298808618,0.5602034949898832,0.5119512798388424
10.093333333333334,0.13031562356866574,0.020486905044725345,0.32128616060613385,0.09088529094912146,-0.4289422230590109,-0.22443865285491077,0.02383387492844605,0.018228241537913338,-0.26606617017444395,0.03163336432298755,0.05853563766521682,0.18848937426031995,-0.10214167242300433,-0.13606383373916575,0.05990563550010522,0.20167999768581088,0.2514079846923412,-0.021806093742474005,-0.2049258889035754,0.010163660180127222,-0.16651733101488161,-0.3478197990097758,-0.33263503657701426,-0.2997065546030853,0.41066949278758547
10.108888888888888,0.23281889029224642,0.1710400628817176,-0.08237452464865702,0.12381853006480358,-0.15403601985185922,-0.15899185758069936,-0.010017353496245994,0.2730823170980584,0.3880315437549925,-0.36236034086371444,0.15899355748068777,0.18533477062077056,0.044079538137704134,0.16707412211683229,-0.049617363759084925,-0.07067254521721224,-0.21750996884369345,0.02047257123704457,0.5207558436249368,0.03857761789718326,-0.10461888069102739,0.0987484316442084,0.2781682755120234,0.20382824525085969,-0.21152403095947603
10.124444444444444,0.024369930111367382,0.3462026927873325,0.486338466568599,0.2858454101696531,0.33620188425840997,-0.6211988873288214,-0.011576572788853405,0.24089324018170832,0.1292594593211127,-0.11656443829566394,0.25001604598880156,-0.20396772649733516,-0.3085356046622449,-0.19853407335894785,-0.36632833131996956,-0.11036440866767468,0.36143379173883206,-0.27613657965708943,-0.2592835614983803,-0.23012297371843102,-0.133929594725614,-0.06359567101969643,-0.073048013137622,0.2545790903096371,-0.060275593373129585
10.14,-0.036264579009318836,-0.3087718276288218,0.2885944739987536,0.5892184811994893,-0.2642244670549705,-0.11743507578605834,-0.4072714627739711,0.19937534133445853,0.055561883673168874,-0.10698355333056006,0.050256249729041295,0.01963488722538942,-0.007592644831798397,0.20566013379403397,-0.3323851737098216,-0.15848565480159157,0.17346244767991184,0.15098462014648523,-0.11673669237861721,-0.17285587726260665,0.16853288704483824,0.12150565992567647,-0.055734692999923445,0.400977867536072,-0.25508328233406746
